qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1_sec,q2_sec,q3_sec
6742,950,831,15,12,16,1:38.654,1:42.430,,98.654,102.43,
6743,950,825,4,20,17,1:38.673,,,98.673,,
6744,950,821,210,21,18,1:38.770,,,98.77000000000001,,
6745,950,835,4,30,19,1:39.528,,,99.52799999999999,,
6746,950,837,209,88,20,1:40.264,,,100.26400000000001,,
6747,950,836,209,94,21,,,,,,
6748,950,1,131,44,22,,,,,,
6749,951,3,131,6,1,1:36.119,1:35.337,1:35.417,96.119,95.337,95.417
6750,951,20,6,5,2,1:36.555,1:36.623,1:36.123,96.555,96.62299999999999,96.12299999999999
6751,951,822,3,77,3,1:37.746,1:37.140,1:36.536,97.74600000000001,97.14,96.536
6752,951,8,6,7,4,1:36.976,1:36.741,1:36.663,96.976,96.741,96.663
6753,951,13,3,19,5,1:37.753,1:37.230,1:37.016,97.753,97.22999999999999,97.01599999999999
6754,951,817,9,3,6,1:38.091,1:37.569,1:37.125,98.09100000000001,97.569,97.125
6755,951,815,10,11,7,1:38.006,1:37.282,1:37.212,98.006,97.282,97.212
6756,951,826,9,26,8,1:38.265,1:37.606,1:37.459,98.265,97.606,97.459
6757,951,830,5,33,9,1:38.123,1:37.510,1:37.583,98.12299999999999,97.50999999999999,97.583
6758,951,1,131,44,10,1:36.006,1:35.820,,96.006,95.82,
6759,951,832,5,55,11,1:37.784,1:37.652,,97.78399999999999,97.652,
6760,951,18,1,22,12,1:38.332,1:37.701,,98.332,97.701,
6761,951,807,10,27,13,1:38.562,1:37.771,,98.562,97.771,
6762,951,4,1,14,14,1:37.971,1:37.807,,97.971,97.807,
6763,951,154,210,8,15,1:38.383,1:38.055,,98.38300000000001,98.055,
6764,951,821,210,21,16,1:38.678,1:38.115,,98.678,98.11500000000001,
6765,951,825,4,20,17,1:38.914,,,98.914,,
6766,951,835,4,30,18,1:39.009,,,99.009,,
6767,951,831,15,12,19,1:39.018,,,99.018,,
6768,951,836,209,94,20,1:39.399,,,99.399,,
6769,951,837,209,88,21,1:39.463,,,99.463,,
6770,951,828,15,9,22,1:39.519,,,99.519,,
6771,952,1,131,44,1,1:23.214,1:22.159,1:22.000,83.214,82.15899999999999,82.0
6772,952,3,131,6,2,1:23.002,1:22.759,1:22.280,83.002,82.759,82.28
6773,952,817,9,3,3,1:23.749,1:23.585,1:22.680,83.749,83.58500000000001,82.68
6774,952,830,9,33,4,1:23.578,1:23.178,1:23.087,83.578,83.178,83.087
6775,952,8,6,7,5,1:23.796,1:23.504,1:23.113,83.79599999999999,83.504,83.113
6776,952,20,6,5,6,1:24.124,1:23.688,1:23.334,84.124,83.688,83.334
6777,952,822,3,77,7,1:24.251,1:24.023,1:23.522,84.251,84.023,83.52199999999999
6778,952,832,5,55,8,1:24.496,1:24.077,1:23.643,84.496,84.077,83.643
6779,952,815,10,11,9,1:24.698,1:24.003,1:23.782,84.69800000000001,84.003,83.782
6780,952,4,1,14,10,1:24.578,1:24.192,1:23.981,84.578,84.19200000000001,83.981
6781,952,807,10,27,11,1:24.463,1:24.203,,84.463,84.203,
6782,952,18,1,22,12,1:24.583,1:24.348,,84.583,84.348,
6783,952,826,5,26,13,1:24.696,1:24.445,,84.696,84.445,
6784,952,154,210,8,14,1:24.716,1:24.480,,84.71600000000001,84.48,
6785,952,825,4,20,15,1:24.669,1:24.625,,84.669,84.625,
6786,952,821,210,21,16,1:24.406,1:24.778,,84.406,84.77799999999999,
6787,952,835,4,30,17,1:24.903,,,84.90299999999999,,
6788,952,13,3,19,18,1:24.941,,,84.941,,
6789,952,828,15,9,19,1:25.202,,,85.202,,
6790,952,831,15,12,20,1:25.579,,,85.57900000000001,,
6791,952,836,209,94,21,1:25.745,,,85.745,,
6792,952,837,209,88,22,1:25.939,,,85.939,,
6793,953,817,9,3,1,1:14.912,1:14.357,1:13.622,74.912,74.357,73.622
6794,953,3,131,6,2,1:14.873,1:14.043,1:13.791,74.873,74.043,73.791
6795,953,1,131,44,3,1:14.826,1:14.056,1:13.942,74.826,74.056,73.94200000000001
6796,953,20,6,5,4,1:14.610,1:14.318,1:14.552,74.61,74.318,74.55199999999999
6797,953,807,10,27,5,1:15.333,1:14.989,1:14.726,75.333,74.989,74.726
6798,953,8,6,7,6,1:15.499,1:14.789,1:14.732,75.499,74.789,74.732
6799,953,832,5,55,7,1:15.467,1:14.805,1:14.749,75.467,74.805,74.749
6800,953,815,10,11,8,1:15.328,1:14.937,1:14.902,75.328,74.937,74.902
6801,953,826,5,26,9,1:15.384,1:14.794,1:15.273,75.384,74.794,75.273
6802,953,4,1,14,10,1:15.504,1:15.107,1:15.363,75.504,75.107,75.363
6803,953,822,3,77,11,1:15.521,1:15.273,,75.521,75.273,
6804,953,821,210,21,12,1:15.592,1:15.293,,75.592,75.293,
6805,953,18,1,22,13,1:15.554,1:15.352,,75.554,75.352,
6806,953,13,3,19,14,1:15.710,1:15.385,,75.71000000000001,75.385,
6807,953,154,210,8,15,1:15.465,1:15.571,,75.465,75.571,
6808,953,825,4,20,16,1:16.253,1:16.058,,76.253,76.05799999999999,
6809,953,828,15,9,17,1:16.299,,,76.299,,
6810,953,835,4,30,18,1:16.586,,,76.586,,
6811,953,837,209,88,19,1:17.295,,,77.295,,
6812,953,836,209,94,20,1:17.452,,,77.452,,
6813,953,830,9,33,21,1:22.467,,,82.467,,
6814,953,831,15,12,22,,,,,,
6815,954,1,131,44,1,1:14.121,1:13.076,1:12.812,74.121,73.076,72.812
6816,954,3,131,6,2,1:13.714,1:13.094,1:12.874,73.714,73.094,72.874
6817,954,20,6,5,3,1:13.925,1:13.857,1:12.990,73.925,73.857,72.99
6818,954,817,9,3,4,1:14.030,1:13.540,1:13.166,74.03,73.53999999999999,73.166
6819,954,830,9,33,5,1:14.601,1:13.793,1:13.414,74.601,73.793,73.414
6820,954,8,6,7,6,1:14.477,1:13.849,1:13.579,74.477,73.849,73.57900000000001
6821,954,822,3,77,7,1:14.389,1:13.791,1:13.670,74.389,73.791,73.67
6822,954,13,3,19,8,1:14.815,1:13.864,1:13.769,74.815,73.864,73.769
6823,954,807,10,27,9,1:14.663,1:14.166,1:13.952,74.663,74.166,73.952
6824,954,4,1,14,10,1:15.026,1:14.260,1:14.338,75.026,74.26,74.338
6825,954,815,10,11,11,1:14.814,1:14.317,,74.814,74.31700000000001,
6826,954,18,1,22,12,1:14.755,1:14.437,,74.755,74.437,
6827,954,826,5,26,13,1:14.829,1:14.457,,74.82900000000001,74.457,
6828,954,821,210,21,14,1:15.148,1:14.571,,75.148,74.571,
6829,954,154,210,8,15,1:15.444,1:14.803,,75.444,74.803,
6830,954,832,5,55,16,1:14.714,1:21.956,,74.714,81.956,
6831,954,835,4,30,17,1:15.459,,,75.459,,
6832,954,836,209,94,18,1:15.599,,,75.599,,
6833,954,828,15,9,19,1:15.635,,,75.635,,
6834,954,831,15,12,20,1:16.663,,,76.663,,
6835,954,837,209,88,21,1:17.052,,,77.05199999999999,,
6836,955,3,131,6,1,1:43.685,1:42.520,1:42.758,103.685,102.52000000000001,102.75800000000001
6837,955,815,10,11,2,1:44.462,1:43.939,1:43.515,104.462,103.939,103.515
6838,955,817,9,3,3,1:44.570,1:44.141,1:43.966,104.57,104.14099999999999,103.96600000000001
6839,955,20,6,5,4,1:45.062,1:44.461,1:43.966,105.062,104.461,103.96600000000001
6840,955,8,6,7,5,1:44.936,1:44.533,1:44.269,104.936,104.533,104.269
6841,955,13,3,19,6,1:45.494,1:44.696,1:44.483,105.494,104.696,104.483
6842,955,826,5,26,7,1:44.694,1:44.687,1:44.717,104.694,104.687,104.717
6843,955,822,3,77,8,1:44.706,1:44.477,1:45.246,104.706,104.477,105.24600000000001
6844,955,830,9,33,9,1:44.939,1:44.387,1:45.570,104.939,104.387,105.57
6845,955,1,131,44,10,1:44.259,1:43.526,2:01.954,104.259,103.52600000000001,121.954
6846,955,154,210,8,11,1:45.507,1:44.755,,105.507,104.755,
6847,955,807,10,27,12,1:44.860,1:44.824,,104.86,104.824,
6848,955,832,5,55,13,1:44.827,1:45.000,,104.827,105.0,
6849,955,4,1,14,14,1:45.525,1:45.270,,105.525,105.27000000000001,
6850,955,821,210,21,15,1:45.300,1:45.349,,105.3,105.34899999999999,
6851,955,831,15,12,16,1:45.549,1:46.048,,105.549,106.048,
6852,955,837,209,88,17,1:45.665,,,105.66499999999999,,
6853,955,836,209,94,18,1:45.750,,,105.75,,
6854,955,18,1,22,19,1:45.804,,,105.804,,
6855,955,828,15,9,20,1:46.231,,,106.231,,
6856,955,825,4,20,21,1:46.348,,,106.348,,
6857,955,835,4,30,22,1:46.394,,,106.394,,
6858,956,1,131,44,1,1:06.947,1:06.228,1:07.922,66.947,66.228,67.922
6859,956,3,131,6,2,1:06.516,1:06.403,1:08.465,66.516,66.403,68.465
6860,956,807,10,27,3,1:07.385,1:07.257,1:09.285,67.385,67.257,69.285
6861,956,20,6,5,4,1:06.761,1:06.602,1:09.781,66.761,66.602,69.781
6862,956,18,1,22,5,1:07.653,1:07.572,1:09.900,67.653,67.572,69.9
6863,956,8,6,7,6,1:07.240,1:06.940,1:09.901,67.24,66.94,69.901
6864,956,817,9,3,7,1:07.500,1:06.840,1:09.980,67.5,66.84,69.98
6865,956,822,3,77,8,1:07.148,1:06.911,1:10.440,67.148,66.911,70.44
6866,956,830,9,33,9,1:07.131,1:06.866,1:11.153,67.131,66.866,71.153
6867,956,13,3,19,10,1:07.419,1:07.145,1:11.977,67.419,67.145,71.977
6868,956,821,210,21,11,1:07.660,1:07.578,,67.66,67.578,
6869,956,836,209,94,12,1:07.565,1:07.700,,67.565,67.7,
6870,956,154,210,8,13,1:07.662,1:07.850,,67.662,67.85,
6871,956,4,1,14,14,1:07.671,1:08.154,,67.671,68.154,
6872,956,832,5,55,15,1:07.618,,,67.618,,
6873,956,815,10,11,16,1:07.657,,,67.657,,
6874,956,825,4,20,17,1:07.941,,,67.941,,
6875,956,835,4,30,18,1:07.965,,,67.965,,
6876,956,837,209,88,19,1:08.026,,,68.026,,
6877,956,826,5,26,20,1:08.409,,,68.409,,
6878,956,828,15,9,21,1:08.418,,,68.418,,
6879,956,831,15,12,22,1:08.446,,,68.446,,
6880,957,1,131,44,1,1:30.739,1:29.243,1:29.287,90.739,89.243,89.287
6881,957,3,131,6,2,1:30.724,1:29.970,1:29.606,90.724,89.97,89.606
6882,957,830,9,33,3,1:31.305,1:30.697,1:30.313,91.305,90.697,90.313
6883,957,817,9,3,4,1:31.684,1:31.319,1:30.618,91.684,91.319,90.618
6884,957,8,6,7,5,1:31.326,1:31.385,1:30.881,91.326,91.385,90.881
6885,957,20,6,5,6,1:31.606,1:30.711,1:31.490,91.606,90.711,91.49
6886,957,822,3,77,7,1:31.913,1:31.478,1:31.557,91.913,91.47800000000001,91.557
6887,957,832,5,55,8,1:32.115,1:31.708,1:31.989,92.11500000000001,91.708,91.989
6888,957,807,10,27,9,1:32.349,1:31.770,1:32.172,92.34899999999999,91.77,92.172
6889,957,4,1,14,10,1:32.281,1:31.740,1:32.343,92.281,91.74,92.343
6890,957,815,10,11,11,1:32.336,1:31.875,,92.336,91.875,
6891,957,13,3,19,12,1:32.146,1:32.002,,92.146,92.00200000000001,
6892,957,154,210,8,13,1:32.283,1:32.050,,92.283,92.05,
6893,957,821,210,21,14,1:32.237,1:32.241,,92.237,92.241,
6894,957,826,5,26,15,1:32.553,1:32.306,,92.553,92.306,
6895,957,825,4,20,16,1:32.729,1:37.060,,92.729,97.06,
6896,957,18,1,22,17,1:32.788,,,92.788,,
6897,957,835,4,30,18,1:32.905,,,92.905,,
6898,957,837,209,88,19,1:33.098,,,93.098,,
6899,957,836,209,94,20,1:33.151,,,93.15100000000001,,
6900,957,831,15,12,21,1:33.544,,,93.544,,
6901,958,3,131,6,1,1:33.302,1:22.806,1:19.965,93.30199999999999,82.806,79.965
6902,958,1,131,44,2,1:34.210,1:24.836,1:20.108,94.21000000000001,84.836,80.108
6903,958,817,9,3,3,1:39.968,1:23.234,1:20.280,99.968,83.23400000000001,80.28
6904,958,830,9,33,4,1:40.424,1:22.660,1:20.557,100.424,82.66,80.557
6905,958,20,6,5,5,1:35.718,1:24.082,1:20.874,95.718,84.082,80.874
6906,958,832,5,55,6,1:36.115,1:24.734,1:21.131,96.11500000000001,84.73400000000001,81.131
6907,958,4,1,14,7,1:35.165,1:23.816,1:21.211,95.16499999999999,83.816,81.211
6908,958,18,1,22,8,1:37.983,1:24.456,1:21.597,97.983,84.456,81.59700000000001
6909,958,807,10,27,9,1:41.471,1:23.901,1:21.823,101.471,83.901,81.82300000000001
6910,958,822,3,77,10,1:42.758,1:24.506,1:22.182,102.75800000000001,84.506,82.182
6911,958,154,210,8,11,1:35.906,1:24.941,,95.906,84.941,
6912,958,826,5,26,12,1:36.714,1:25.301,,96.714,85.301,
6913,958,815,10,11,13,1:41.411,1:25.416,,101.411,85.416,
6914,958,8,6,7,14,1:36.853,1:25.435,,96.85300000000001,85.435,
6915,958,821,210,21,15,1:38.959,1:26.189,,98.959,86.189,
6916,958,831,15,12,16,1:37.772,1:27.063,,97.77199999999999,87.063,
6917,958,835,4,30,17,1:43.965,,,103.965,,
6918,958,13,3,19,18,1:43.999,,,103.999,,
6919,958,825,4,20,19,1:44.543,,,104.543,,
6920,958,828,15,9,20,1:46.984,,,106.98400000000001,,
6921,958,836,209,94,21,1:47.343,,,107.343,,
6922,958,837,209,88,22,1:50.189,,,110.189,,
6923,959,3,131,6,1,1:15.485,1:14.839,1:14.363,75.485,74.839,74.363
6924,959,1,131,44,2,1:15.243,1:14.748,1:14.470,75.243,74.748,74.47
6925,959,817,9,3,3,1:15.591,1:15.545,1:14.726,75.591,75.545,74.726
6926,959,830,9,33,4,1:15.875,1:15.124,1:14.834,75.875,75.124,74.834
6927,959,8,6,7,5,1:15.752,1:15.242,1:15.142,75.752,75.242,75.142
6928,959,20,6,5,6,1:15.927,1:15.630,1:15.315,75.92699999999999,75.63,75.315
6929,959,807,10,27,7,1:16.301,1:15.623,1:15.510,76.301,75.623,75.51
6930,959,822,3,77,8,1:15.952,1:15.490,1:15.530,75.952,75.49,75.53
6931,959,815,10,11,9,1:16.169,1:15.500,1:15.537,76.169,75.5,75.537
6932,959,13,3,19,10,1:16.503,1:15.699,1:15.615,76.503,75.699,75.615
6933,959,821,210,21,11,1:15.987,1:15.883,,75.987,75.883,
6934,959,18,1,22,12,1:16.172,1:15.909,,76.172,75.909,
6935,959,832,5,55,13,1:16.317,1:15.989,,76.31700000000001,75.989,
6936,959,4,1,14,14,1:16.338,1:16.041,,76.338,76.041,
6937,959,154,210,8,15,1:16.328,1:16.086,,76.328,76.086,
6938,959,835,4,30,16,1:16.636,1:16.665,,76.636,76.66499999999999,
6939,959,825,4,20,17,1:16.716,,,76.71600000000001,,
6940,959,836,209,94,18,1:16.717,,,76.717,,
6941,959,826,5,26,19,1:16.876,,,76.876,,
6942,959,837,209,88,20,1:16.977,,,76.977,,
6943,959,831,15,12,21,1:17.123,,,77.123,,
6944,959,828,15,9,22,1:17.238,,,77.238,,
6945,960,3,131,6,1,1:48.019,1:46.999,1:46.744,108.019,106.999,106.744
6946,960,830,9,33,2,1:48.407,1:47.163,1:46.893,108.407,107.163,106.893
6947,960,8,6,7,3,1:47.912,1:47.664,1:46.910,107.912,107.664,106.91
6948,960,20,6,5,4,1:47.802,1:47.944,1:47.108,107.80199999999999,107.944,107.108
6949,960,817,9,3,5,1:48.407,1:48.027,1:47.216,108.407,108.027,107.21600000000001
6950,960,815,10,11,6,1:48.106,1:47.485,1:47.407,108.106,107.485,107.407
6951,960,807,10,27,7,1:48.080,1:47.317,1:47.543,108.08,107.31700000000001,107.543
6952,960,822,3,77,8,1:48.655,1:47.918,1:47.612,108.655,107.918,107.612
6953,960,18,1,22,9,1:48.700,1:48.051,1:48.114,108.7,108.051,108.114
6954,960,13,3,19,10,1:47.738,1:47.667,1:48.263,107.738,107.667,108.263
6955,960,154,210,8,11,1:48.751,1:48.316,,108.751,108.316,
6956,960,825,4,20,12,1:48.800,1:48.485,,108.8,108.485,
6957,960,821,210,21,13,1:48.748,1:48.598,,108.74799999999999,108.598,
6958,960,835,4,30,14,1:48.901,1:48.888,,108.90100000000001,108.888,
6959,960,832,5,55,15,1:48.876,1:49.038,,108.876,109.038,
6960,960,836,209,94,16,1:48.554,1:49.320,,108.554,109.32,
6961,960,831,15,12,17,1:48.949,,,108.949,,
6962,960,839,209,31,18,1:49.050,,,109.05,,
6963,960,826,5,26,19,1:49.058,,,109.05799999999999,,
6964,960,828,15,9,20,1:49.071,,,109.071,,
6965,960,1,131,44,21,1:50.033,,,110.033,,
6966,961,1,131,44,1,1:21.854,1:21.498,1:21.135,81.854,81.498,81.135
6967,961,3,131,6,2,1:22.497,1:21.809,1:21.613,82.497,81.809,81.613
6968,961,20,6,5,3,1:23.077,1:22.275,1:21.972,83.077,82.275,81.97200000000001
6969,961,8,6,7,4,1:23.217,1:22.568,1:22.065,83.217,82.568,82.065
6970,961,822,3,77,5,1:23.264,1:22.499,1:22.388,83.264,82.499,82.388
6971,961,817,9,3,6,1:23.158,1:22.638,1:22.389,83.158,82.638,82.389
6972,961,830,9,33,7,1:23.229,1:22.857,1:22.411,83.229,82.857,82.411
6973,961,815,10,11,8,1:23.439,1:22.922,1:22.814,83.439,82.922,82.814
6974,961,807,10,27,9,1:23.259,1:22.951,1:22.836,83.259,82.951,82.836
6975,961,821,210,21,10,1:23.386,1:22.856,1:23.184,83.386,82.856,83.184
6976,961,13,3,19,11,1:23.489,1:22.967,,83.489,82.967,
6977,961,154,210,8,12,1:23.421,1:23.092,,83.42099999999999,83.092,
6978,961,4,1,14,13,1:23.783,1:23.273,,83.783,83.273,
6979,961,836,209,94,14,1:23.760,1:23.315,,83.76,83.315,
6980,961,18,1,22,15,1:23.666,1:23.399,,83.666,83.399,
6981,961,832,5,55,16,1:23.661,1:23.496,,83.661,83.496,
6982,961,826,5,26,17,1:23.825,,,83.825,,
6983,961,831,15,12,18,1:23.956,,,83.956,,
6984,961,828,15,9,19,1:24.087,,,84.087,,
6985,961,835,4,30,20,1:24.230,,,84.23,,
6986,961,825,4,20,21,1:24.436,,,84.436,,
6987,962,3,131,6,1,1:45.316,1:43.020,1:42.584,105.316,103.02000000000001,102.584
6988,962,817,9,3,2,1:44.255,1:43.933,1:43.115,104.255,103.93299999999999,103.11500000000001
6989,962,1,131,44,3,1:45.167,1:43.471,1:43.288,105.167,103.471,103.288
6990,962,830,9,33,4,1:45.036,1:44.112,1:43.328,105.036,104.112,103.328
6991,962,8,6,7,5,1:44.964,1:44.159,1:43.540,104.964,104.15899999999999,103.53999999999999
6992,962,832,5,55,6,1:45.499,1:44.493,1:44.197,105.499,104.493,104.197
6993,962,826,5,26,7,1:45.291,1:44.475,1:44.469,105.291,104.475,104.469
6994,962,807,10,27,8,1:46.081,1:44.737,1:44.479,106.081,104.737,104.479
6995,962,4,1,14,9,1:45.373,1:44.653,1:44.553,105.37299999999999,104.65299999999999,104.553
6996,962,815,10,11,10,1:45.204,1:44.703,1:44.582,105.20400000000001,104.703,104.582
6997,962,822,3,77,11,1:46.086,1:44.740,,106.086,104.74000000000001,
6998,962,13,3,19,12,1:46.056,1:44.991,,106.056,104.991,
6999,962,18,1,22,13,1:45.262,1:45.144,,105.262,105.144,
7000,962,821,210,21,14,1:45.465,1:45.593,,105.465,105.593,
7001,962,154,210,8,15,1:45.609,1:45.723,,105.60900000000001,105.723,
7002,962,828,15,9,16,1:46.427,1:47.827,,106.42699999999999,107.827,
7003,962,825,4,20,17,1:46.825,,,106.825,,
7004,962,831,15,12,18,1:46.860,,,106.86,,
7005,962,835,4,30,19,1:46.960,,,106.96000000000001,,
7006,962,836,209,94,20,1:47.667,,,107.667,,
7007,962,839,209,31,21,1:48.296,,,108.29599999999999,,
7008,962,20,6,5,22,1:49.116,,,109.116,,
7009,963,1,131,44,1,1:34.444,1:33.046,1:32.850,94.444,93.04599999999999,92.85
7010,963,3,131,6,2,1:34.460,1:33.609,1:33.264,94.46000000000001,93.60900000000001,93.26400000000001
7011,963,830,9,33,3,1:35.443,1:33.775,1:33.420,95.443,93.775,93.42
7012,963,817,9,3,4,1:35.079,1:33.888,1:33.467,95.07900000000001,93.888,93.467
7013,963,20,6,5,5,1:34.557,1:33.972,1:33.584,94.557,93.97200000000001,93.584
7014,963,8,6,7,6,1:34.556,1:33.903,1:33.632,94.556,93.90299999999999,93.632
7015,963,815,10,11,7,1:35.068,1:34.538,1:34.319,95.068,94.538,94.319
7016,963,807,10,27,8,1:34.827,1:34.441,1:34.489,94.827,94.441,94.489
7017,963,18,1,22,9,1:35.267,1:34.431,1:34.518,95.267,94.431,94.518
7018,963,13,3,19,10,1:35.267,1:34.422,1:34.671,95.267,94.422,94.67099999999999
7019,963,822,3,77,11,1:35.166,1:34.577,,95.166,94.577,
7020,963,154,210,8,12,1:35.400,1:35.001,,95.4,95.001,
7021,963,821,210,21,13,1:35.658,1:35.097,,95.658,95.09700000000001,
7022,963,825,4,20,14,1:35.593,1:35.277,,95.593,95.277,
7023,963,826,5,26,15,1:35.695,1:35.369,,95.695,95.369,
7024,963,832,5,55,16,1:35.605,1:35.374,,95.60499999999999,95.374,
7025,963,828,15,9,17,1:35.816,,,95.816,,
7026,963,831,15,12,18,1:35.949,,,95.949,,
7027,963,835,4,30,19,1:35.999,,,95.999,,
7028,963,839,209,31,20,1:36.451,,,96.451,,
7029,963,836,209,94,21,1:36.587,,,96.587,,
7030,963,4,1,14,22,1:37.155,,,97.155,,
7031,964,3,131,6,1,1:31.858,1:30.714,1:30.647,91.858,90.714,90.64699999999999
7032,964,1,131,44,2,1:32.218,1:31.129,1:30.660,92.218,91.129,90.66
7033,964,8,6,7,3,1:31.674,1:31.406,1:30.949,91.674,91.406,90.949
7034,964,20,6,5,4,1:31.659,1:31.227,1:31.028,91.65899999999999,91.227,91.02799999999999
7035,964,830,9,33,5,1:32.487,1:31.489,1:31.178,92.487,91.489,91.178
7036,964,817,9,3,6,1:32.538,1:31.719,1:31.240,92.538,91.719,91.24
7037,964,815,10,11,7,1:32.682,1:32.237,1:31.961,92.682,92.237,91.961
7038,964,154,210,8,8,1:32.458,1:32.176,1:31.961,92.458,92.176,91.961
7039,964,807,10,27,9,1:32.448,1:32.200,1:32.142,92.44800000000001,92.2,92.142
7040,964,821,210,21,10,1:32.620,1:32.155,1:32.547,92.62,92.155,92.547
7041,964,822,3,77,11,1:32.383,1:32.315,,92.38300000000001,92.315,
7042,964,13,3,19,12,1:32.562,1:32.380,,92.562,92.38,
7043,964,826,5,26,13,1:32.645,1:32.623,,92.64500000000001,92.62299999999999,
7044,964,832,5,55,14,1:32.789,1:32.685,,92.789,92.685,
7045,964,4,1,14,15,1:32.819,1:32.689,,92.819,92.689,
7046,964,835,4,30,16,1:32.796,1:32.807,,92.79599999999999,92.807,
7047,964,18,1,22,17,1:32.851,,,92.851,,
7048,964,825,4,20,18,1:33.023,,,93.023,,
7049,964,828,15,9,19,1:33.222,,,93.22200000000001,,
7050,964,831,15,12,20,1:33.332,,,93.332,,
7051,964,839,209,31,21,1:33.353,,,93.35300000000001,,
7052,964,836,209,94,22,1:33.561,,,93.561,,
7053,965,1,131,44,1,1:36.296,1:36.450,1:34.999,96.29599999999999,96.45,94.999
7054,965,3,131,6,2,1:36.397,1:36.351,1:35.215,96.39699999999999,96.351,95.215
7055,965,817,9,3,3,1:36.759,1:36.255,1:35.509,96.759,96.255,95.509
7056,965,830,9,33,4,1:36.613,1:36.857,1:35.747,96.613,96.857,95.747
7057,965,8,6,7,5,1:36.985,1:36.584,1:36.131,96.985,96.584,96.131
7058,965,20,6,5,6,1:37.151,1:36.462,1:36.358,97.15100000000001,96.462,96.358
7059,965,807,10,27,7,1:36.950,1:36.626,1:36.628,96.95,96.626,96.628
7060,965,822,3,77,8,1:37.456,1:37.202,1:37.116,97.456,97.202,97.116
7061,965,13,3,19,9,1:37.402,1:37.214,1:37.269,97.402,97.214,97.269
7062,965,832,5,55,10,1:37.744,1:37.175,1:37.326,97.744,97.175,97.326
7063,965,815,10,11,11,1:37.345,1:37.353,,97.345,97.35300000000001,
7064,965,4,1,14,12,1:37.913,1:37.417,,97.913,97.417,
7065,965,826,5,26,13,1:37.844,1:37.480,,97.844,97.47999999999999,
7066,965,821,210,21,14,1:38.053,1:37.773,,98.053,97.773,
7067,965,835,4,30,15,1:38.084,1:37.935,,98.084,97.935,
7068,965,828,15,9,16,1:38.040,1:39.356,,98.03999999999999,99.356,
7069,965,154,210,8,17,1:38.308,,,98.30799999999999,,
7070,965,825,4,20,18,1:38.317,,,98.31700000000001,,
7071,965,18,1,22,19,1:38.327,,,98.327,,
7072,965,836,209,94,20,1:38.548,,,98.548,,
7073,965,831,15,12,21,1:38.583,,,98.583,,
7074,965,839,209,31,22,1:38.806,,,98.806,,
7075,966,1,131,44,1,1:19.447,1:19.137,1:18.704,79.447,79.137,78.70400000000001
7076,966,3,131,6,2,1:19.996,1:19.761,1:18.958,79.996,79.761,78.958
7077,966,830,9,33,3,1:19.874,1:18.972,1:19.054,79.874,78.97200000000001,79.054
7078,966,817,9,3,4,1:19.713,1:19.553,1:19.133,79.713,79.553,79.133
7079,966,807,10,27,5,1:20.599,1:19.769,1:19.330,80.599,79.769,79.33
7080,966,8,6,7,6,1:19.554,1:19.936,1:19.376,79.554,79.936,79.376
7081,966,20,6,5,7,1:19.865,1:19.385,1:19.381,79.865,79.385,79.381
7082,966,822,3,77,8,1:20.338,1:19.958,1:19.551,80.338,79.958,79.551
7083,966,13,3,19,9,1:20.423,1:20.151,1:20.032,80.423,80.151,80.032
7084,966,832,5,55,10,1:20.457,1:20.169,1:20.378,80.457,80.169,80.378
7085,966,4,1,14,11,1:20.552,1:20.282,,80.55199999999999,80.282,
7086,966,815,10,11,12,1:20.308,1:20.287,,80.30799999999999,80.287,
7087,966,18,1,22,13,1:21.333,1:20.673,,81.333,80.673,
7088,966,825,4,20,14,1:21.254,1:21.131,,81.254,81.131,
7089,966,828,15,9,15,1:21.062,1:21.536,,81.062,81.536,
7090,966,836,209,94,16,1:21.363,1:21.785,,81.363,81.785,
7091,966,821,210,21,17,1:21.401,,,81.401,,
7092,966,826,5,26,18,1:21.454,,,81.45400000000001,,
7093,966,831,15,12,19,1:21.692,,,81.69200000000001,,
7094,966,839,209,31,20,1:21.881,,,81.881,,
7095,966,154,210,8,21,1:21.916,,,81.916,,
7096,967,1,131,44,1,1:11.511,1:11.238,1:10.736,71.511,71.238,70.736
7097,967,3,131,6,2,1:11.815,1:11.373,1:10.838,71.815,71.373,70.838
7098,967,8,6,7,3,1:12.100,1:12.301,1:11.404,72.1,72.301,71.404
7099,967,830,9,33,4,1:11.957,1:11.834,1:11.485,71.957,71.834,71.485
7100,967,20,6,5,5,1:12.159,1:12.010,1:11.495,72.159,72.01,71.495
7101,967,817,9,3,6,1:12.409,1:12.047,1:11.540,72.409,72.047,71.53999999999999
7102,967,154,210,8,7,1:12.893,1:12.343,1:11.937,72.893,72.343,71.937
7103,967,807,10,27,8,1:12.428,1:12.360,1:12.104,72.428,72.36,72.104
7104,967,815,10,11,9,1:12.684,1:12.331,1:12.165,72.684,72.331,72.16499999999999
7105,967,4,1,14,10,1:12.700,1:12.312,1:12.266,72.7,72.312,72.266
7106,967,822,3,77,11,1:12.680,1:12.420,,72.68,72.42,
7107,967,821,210,21,12,1:13.052,1:12.431,,73.05199999999999,72.431,
7108,967,13,3,19,13,1:12.432,1:12.521,,72.432,72.521,
7109,967,826,5,26,14,1:13.071,1:12.726,,73.071,72.726,
7110,967,832,5,55,15,1:12.950,1:12.920,,72.95,72.92,
